2737,,,,,,,,,,,,,,
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes,Radius,Diameter,Avg Diameter
655,0.4057425,0.42049736,0.78104764,0.2202716,2.356668,2.7798312,2.1883228,18,1,0,138000,32.0575375,64.11507501,
656,0.8017574,-0.565283,-0.028825721,0.19185758,2.6766121,2.7510943,3.9048331,26,1,1,487000,48.80677562,97.61355124,
657,-0.83885306,0.36936805,-0.34643409,0.19969027,0.63311905,2.3188515,1.4626775,13,1,1,179000,34.96134568,69.92269137,
658,0.042275496,-0.94574964,-0.29765549,0.12317263,2.7939093,2.4856272,5.8461604,5,1,1,21000,17.11499967,34.22999934,
659,0.55853951,0.12036611,-0.75680429,0.31747901,3.9815795,1.609506,2.2816038,1,1,0,7000,11.86687798,23.73375597,
660,-0.6086117,-0.29891697,-0.18812448,0.71052772,4.7035694,1.9267273,5.3014421,8,1,0,28000,18.83749459,37.67498919,
661,-0.16169642,0.16281354,0.033360835,0.97274512,4.5431261,2.0072739,2.7348142,8,1,0,30000,19.2757321,38.55146421,
662,-0.5964601,-0.67966884,-0.191072,0.38180774,2.5659173,2.142077,2.1908557,1,1,0,1000,6.203504909,12.40700982,
663,0.77978182,-0.45949912,0.065421864,0.4201439,1.8931069,1.3860528,2.572789,1,1,0,1000,6.203504909,12.40700982,
664,0.42690155,-0.084908418,-0.49593079,0.75139755,2.3701549,1.2321175,0.71318269,21,1,0,124000,30.93458959,61.86917918,
665,0.8380155,0.44356805,-0.21857965,0.23065196,4.3869419,2.4948406,3.413306,19,1,1,152000,33.10688545,66.21377091,
666,0.42714965,0.83592016,0.11555053,0.324698,3.8980901,2.4378698,1.7013046,36,1,1,1337000,68.34093758,136.6818752,
667,-0.33463711,0.087351389,0.92280692,0.16975027,6.1027555,2.4374046,6.1293755,6,1,0,4000,9.847450218,19.69490044,
668,-0.71849114,-0.083885252,-0.68562037,0.08159966,1.5685635,1.6173456,1.3361119,3,1,1,15000,15.29915871,30.59831742,
669,-0.70957243,0.70052129,-0.002916537,0.075949974,2.9144681,1.0379747,0.70439625,3,1,0,11000,13.79647141,27.59294282,
670,0.23346347,-0.61777478,-0.67678684,0.32528248,4.6803188,0.95872289,4.8991842,9,1,0,23000,17.64194277,35.28388554,
671,0.35731992,-0.72368473,0.55528641,0.20064864,1.8435564,1.8860978,5.3910508,5,1,0,3000,8.947002289,17.89400458,
672,0.40275761,-0.72519171,0.27044186,0.48861489,4.42307,1.5857778,2.3571374,11,1,0,45000,22.06520508,44.13041015,
673,0.27675617,0.78195786,-0.35470864,0.43142754,0.42802721,0.72499138,4.4060035,24,1,0,305000,41.75774873,83.51549746,
674,-0.14561146,-0.1081759,-0.58341902,0.79165483,1.0966572,1.2472675,0.88416761,1,1,0,1000,6.203504909,12.40700982,
675,0.052147903,0.044250768,0.34662631,0.93550664,3.4904122,0.13689186,2.0830941,22,1,1,442000,47.25465027,94.50930055,
676,-0.20712829,0.31809437,-0.82012755,0.42814091,0.096060589,0.77869928,2.0832818,6,1,1,20000,16.83890301,33.67780602,
677,-0.59599334,-0.016672105,-0.48384932,0.64062774,2.4273047,0.86343813,1.2660707,11,1,0,49000,22.70052094,45.40104187,
678,-0.0875495,0.67269176,0.57981157,0.45126426,5.7796149,0.76104653,2.198787,7,1,0,10000,13.36504618,26.73009235,
679,0.47562966,0.54141152,0.006933371,0.69325459,0.070363231,1.9255856,1.646315,7,1,0,25000,18.13915839,36.27831679,
680,-0.028071327,-0.49632877,0.42021304,0.75913817,1.0087417,1.0405574,4.26333,1,1,1,1000,6.203504909,12.40700982,
681,0.1328963,0.48266584,-0.77353925,0.38859922,0.74916255,1.7023253,3.9239738,11,1,0,33000,19.89795496,39.79590992,
682,0.23875369,0.40191531,0.054050628,0.88234872,4.1151824,0.97288007,2.0456407,1,1,1,6000,11.27251652,22.54503304,
683,-0.10376082,-0.32404736,-0.86932147,0.35847893,1.6910194,1.3160245,1.960699,4,1,0,12000,14.20248085,28.40496169,
684,0.14297232,0.8447814,-0.38141584,0.34702352,5.3773127,2.0580413,2.5710263,8,1,1,34000,20.09694771,40.19389542,
685,-0.36504856,-0.2452427,0.24778597,0.86324835,2.4395466,1.0610881,4.1679993,3,1,0,3000,8.947002289,17.89400458,
686,-0.14250001,0.068258256,0.12461992,0.97954297,5.7099314,0.317339,0.32016847,2,1,1,18000,16.2577821,32.51556421,
687,0.22447143,0.63343978,-0.61316395,0.41520664,4.7839394,0.3291913,4.4174042,13,1,0,108000,29.54235066,59.08470131,
688,-0.80257612,-0.21367231,-0.26454389,0.49013492,3.8372536,1.2714928,4.4126081,9,1,0,57000,23.87419566,47.74839132,
689,-0.71412098,-0.52060741,-0.44659239,0.1398371,2.3941622,0.85739177,3.4915404,4,1,0,9000,12.90381021,25.80762041,
690,-0.87281245,0.31325153,0.031075422,0.37296951,5.1831055,2.0954797,1.7526067,5,1,0,11000,13.79647141,27.59294282,
691,-0.88766271,-0.45524469,-0.067055054,0.017629178,1.787589,3.0028138,0.83982736,12,1,1,150000,32.96103825,65.92207651,
692,-0.50758523,-0.69361871,0.44309393,0.25479031,5.4600625,0.46305504,0.75455862,7,1,0,16000,15.63185284,31.26370567,
693,0.8836351,-0.21616766,0.40773305,0.078830354,1.5218557,2.2850835,2.0017006,35,1,1,1196000,65.84874822,131.6974964,
694,-0.67960244,0.56112224,0.47096246,0.038428895,4.103611,2.1572793,5.4839993,4,1,1,8000,12.40700982,24.81401964,
695,-0.80886137,0.11713668,-0.42249021,0.39182183,5.4036045,0.79900151,5.5252481,4,1,0,2000,7.815926418,15.63185284,
696,0.58815962,0.75688094,-0.036604561,0.2825945,2.6832991,1.6250457,5.0419383,7,1,0,21000,17.11499967,34.22999934,
697,-0.32000664,0.2235876,-0.15648329,0.90725815,3.6588123,1.9519178,0.7955631,8,1,0,18000,16.2577821,32.51556421,
698,0.10432941,0.29321361,0.25680581,0.91498196,2.0770452,1.6288682,3.4314139,85,1,0,2357000,82.55758704,165.1151741,
699,0.5096336,-0.004787725,-0.71307707,0.48142681,2.6052687,1.2423512,3.8189356,1,1,0,2000,7.815926418,15.63185284,
700,-0.098563261,0.93590212,0.062974356,0.33227509,0.81985795,1.3771672,0.97904503,21,1,0,195000,35.97344257,71.94688513,
701,-0.73911273,0.20268208,0.31149119,0.56178784,3.9539669,1.4109806,0.82156849,3,1,0,5000,10.60784418,21.21568836,
702,-0.92008251,0.30213523,-0.03058137,0.24744129,5.61239,2.0975571,0.056523047,3,1,0,3000,8.947002289,17.89400458,
703,-0.46710643,-0.054930817,0.25632259,0.84444827,0.93330121,2.4289966,2.6746719,13,1,0,74000,26.0444008,52.0888016,
704,-0.053311996,-0.055373833,0.44064534,0.89438432,0.34659213,0.15388441,5.0210443,12,1,1,108000,29.54235066,59.08470131,
705,0.77973306,0.5319519,-0.006867935,0.33014593,1.3966027,1.0310282,2.1335173,5,1,0,21000,17.11499967,34.22999934,
706,0.029900176,0.49975544,-0.72674334,0.47031328,6.105546,0.97931856,5.8714252,12,1,0,82000,26.95101222,53.90202445,
707,-0.007910917,0.9036625,0.29113102,0.31396535,3.5152016,2.4216545,2.6992638,1,1,0,2000,7.815926418,15.63185284,
708,0.74770242,-0.1466234,-0.44350755,0.47195742,3.3276691,0.9875074,3.3836656,2,1,0,4000,9.847450218,19.69490044,
709,0.043046575,-0.079382189,0.32629704,0.94094402,5.6490564,1.0486969,2.6269805,5,1,0,15000,15.29915871,30.59831742,
710,-0.16437675,0.59422523,0.37018079,0.69486892,5.2463503,2.4737573,2.4628825,11,1,0,50000,22.85390749,45.70781497,
711,-0.1113165,-0.84075284,0.39692608,0.3509886,2.794553,1.7064381,4.2425437,11,1,0,20000,16.83890301,33.67780602,
712,-0.39486998,-0.67122358,-0.4662146,0.41973874,0.95832342,1.5890064,4.6709056,20,1,0,151000,33.03412283,66.06824567,
713,-0.22768593,0.20530634,0.94413227,0.12092413,3.3200302,2.0188169,0.9145264,10,1,0,97000,28.50324954,57.00649908,
714,-0.83113354,-0.5494085,-0.000251901,0.085832655,0.58702832,2.9697151,5.7020264,16,1,1,407000,45.97290351,91.94580701,
715,0.10432941,0.29321361,0.25680581,0.91498196,0.12546745,2.786648,2.0040329,10,1,0,153000,33.17932964,66.35865927,
716,-0.35334957,0.92538005,-0.047467075,0.12869632,5.4304957,2.8663831,1.5593908,8,1,1,70000,25.56641359,51.13282718,
717,-0.37432519,-0.17605266,0.032318059,0.90985799,2.794523,0.45948425,4.8905616,6,1,0,5000,10.60784418,21.21568836,
718,0.083023824,0.85062522,0.22629121,0.46726438,4.1640935,2.0498195,1.2170912,17,1,1,402000,45.78386805,91.5677361,
719,-0.29801586,-0.2124275,-0.92586762,0.093969747,5.9745922,0.39794689,3.3210244,15,1,0,51000,23.00526228,46.01052456,
720,-0.1728131,0.16361226,-0.96709037,0.09001518,3.4151776,1.6498318,4.3383207,1,1,0,1000,6.203504909,12.40700982,
721,-0.41108087,-0.20443596,0.65417737,0.60105777,1.7232711,1.7788399,3.5072694,10,1,0,29000,19.05913251,38.11826502,
722,0.6807543,-0.37965652,0.28380677,0.55846965,2.1626818,1.7876221,3.1801529,6,1,1,19000,16.55344273,33.10688545,
723,-0.76911777,-0.63642025,-0.02790807,0.051460307,1.1881961,3.0244441,6.0888481,10,1,1,42000,21.56354836,43.12709671,
724,0.098848604,0.80498993,-0.51704025,0.27365941,4.5089412,2.4805777,1.2276127,3,1,0,2000,7.815926418,15.63185284,
725,0.62383133,0.44632962,-0.39886504,0.50252461,1.7554315,0.55819041,3.782208,11,1,0,134000,31.7447611,63.48952219,
726,-0.42627418,-0.6945622,0.40878877,0.41081068,6.2751741,1.804101,0.08154276,4,1,0,11000,13.79647141,27.59294282,
727,-0.70175332,0.65180433,-0.10317395,0.2684187,1.5261654,1.7552218,2.8624778,15,1,0,39000,21.03739683,42.07479367,
728,-0.28018194,-0.23229295,-0.56655335,0.73929381,5.3157959,2.2451494,3.4208565,5,1,0,7000,11.86687798,23.73375597,
729,-0.42263824,-0.052621443,-0.83056003,0.35885647,1.2868258,0.87991613,1.0390866,23,1,1,367000,44.41460646,88.82921291,
730,0.34648222,0.30478528,0.35206366,0.81431395,0.41199005,2.4782476,2.327621,8,1,0,12000,14.20248085,28.40496169,
731,0.34885469,-0.17759393,0.79933697,0.45587406,1.6182199,0.80443048,2.5599856,52,1,1,1176000,65.47963313,130.9592663,
732,0.3805646,-0.76786715,-0.51076895,0.06830512,1.6338853,2.5950773,2.7185121,7,1,0,8000,12.40700982,24.81401964,
733,-0.85535115,0.070533037,-0.346441,0.3786529,0.65872812,2.0637174,0.82327765,5,1,1,30000,19.2757321,38.55146421,
734,0.32930982,-0.23838633,0.85438859,0.32364652,4.3823042,0.72628284,2.6540298,39,1,0,760000,56.6119778,113.2239556,
735,-0.88309014,-0.26167873,0.21770175,0.3229273,5.9780979,2.3415105,5.4019403,7,1,1,57000,23.87419566,47.74839132,
736,0.2740311,0.80500305,-0.009365173,0.52610773,6.2044387,1.0332495,0.38548115,8,1,0,21000,17.11499967,34.22999934,
737,0.78580612,-0.008701488,-0.34593904,0.51260036,3.7241807,1.8081528,3.7463264,14,1,1,193000,35.85003356,71.70006712,
738,0.384799,0.45677969,-0.34469041,0.72420347,5.3839402,2.5159578,0.44021407,15,1,0,140000,32.21166265,64.4233253,
739,-0.34819782,-0.50779104,0.77523774,0.14111343,3.9310651,1.0413272,6.2615027,1,1,0,1000,6.203504909,12.40700982,
740,-0.75687057,0.21565847,0.077810064,0.61203265,2.6087241,1.760924,2.2659616,7,1,0,17000,15.95095797,31.90191594,
741,0.28194427,-0.52740848,0.18486978,0.77985311,1.8363323,0.69669521,0.98378879,2,1,0,1000,6.203504909,12.40700982,
742,-0.44227147,-0.62129056,0.63177741,0.13874884,3.0343497,2.6033938,2.2670758,5,1,0,7000,11.86687798,23.73375597,
743,-0.58780611,0.73342508,0.34012729,0.029749108,3.8443971,1.8674052,4.7898479,4,1,0,8000,12.40700982,24.81401964,
744,0.79357833,0.16692325,0.55159134,0.19523588,2.1183062,1.8915268,1.7036657,6,1,1,15000,15.29915871,30.59831742,
745,-0.14797117,0.31618467,0.33158317,0.87646133,2.301193,2.5532818,6.0936799,1,1,0,1000,6.203504909,12.40700982,
746,-0.46017769,0.434984,-0.56759202,0.52617937,3.9824948,2.1252232,4.7693772,1,1,0,1000,6.203504909,12.40700982,
747,0.37610915,-0.40224379,0.64540046,0.52933919,5.0374732,2.3241675,1.0509572,8,1,0,33000,19.89795496,39.79590992,
748,-0.98460078,0.12209439,-0.044672608,0.11686965,0.24173139,2.890702,0.48847967,2,1,1,2000,7.815926418,15.63185284,
749,0.60383683,-0.71673888,0.33936641,0.080603264,2.955591,2.0450854,4.6733117,3,1,0,5000,10.60784418,21.21568836,
750,0.045504879,-0.36813262,0.073435798,0.92575097,1.6146226,0.76002997,4.5102429,9,1,1,69000,25.44408438,50.88816876,
751,-0.79699963,0.46000838,0.053208787,0.38775349,5.6233463,2.3373156,0.38709596,4,1,1,16000,15.63185284,31.26370567,
752,0.38243374,0.03471351,-0.67069644,0.63459098,4.0451665,0.78826207,3.8641226,18,1,1,259000,39.54307013,79.08614025,
753,-0.22768593,0.20530634,0.94413227,0.12092413,3.374851,1.4029939,6.2721224,1,1,0,1000,6.203504909,12.40700982,
754,0.11655021,0.40015754,-0.71094275,0.56643653,5.3270154,0.85981196,2.7522628,8,1,1,35000,20.29207591,40.58415183,
755,-0.81819171,-0.48238614,0.056027554,0.3077774,4.401792,1.0564562,1.5439723,7,1,0,22000,17.38246474,34.76492949,
756,-0.80583835,0.58971351,0.050830919,0.016696023,4.0629811,2.2758362,1.8888727,9,1,0,78000,26.50545911,53.01091821,
757,0.20464833,-0.31955671,0.86765319,0.32121727,0.92417431,0.77844661,2.9265544,29,1,1,538000,50.45426557,100.9085311,
758,-0.20031229,0.71878994,0.078345872,0.66111875,1.0537195,1.6867265,0.44753766,12,1,0,29000,19.05913251,38.11826502,
759,0.0226363,-0.83451277,0.45432666,0.31090721,5.0286098,1.1820692,3.7741392,1,1,0,1000,6.203504909,12.40700982,
760,-0.49724263,-0.23518541,0.60151517,0.57932466,3.6581407,1.4536573,0.69558245,3,1,0,6000,11.27251652,22.54503304,
761,0.86445665,-0.36980811,0.064746946,0.3343119,2.5460551,2.4466443,3.3545222,11,1,1,71000,25.68758324,51.37516647,
762,0.38380724,-0.5813368,-0.10703964,0.70942372,4.699234,1.3161803,1.1170534,12,1,0,34000,20.09694771,40.19389542,
763,0.18874083,0.23217201,0.84916574,0.43519023,2.621315,1.401767,3.0755074,8,1,0,13000,14.58651628,29.17303256,
764,-0.047682587,-0.6022138,0.25124002,0.75626934,4.2390094,1.7939274,5.4124093,15,1,0,104000,29.17303256,58.34606511,
765,0.35893449,-0.023769982,0.42218682,0.83208138,2.605926,0.73593706,2.7381804,15,1,1,60000,24.28590063,48.57180126,
766,-0.81783259,-0.54154861,0.19054402,0.039597962,5.5021744,2.7498627,4.3324008,32,1,1,1090000,63.84290343,127.6858069,
767,-0.75909531,-0.20942165,-0.41808474,0.45290405,1.0146298,1.8133334,0.47625557,30,1,1,622000,52.954222,105.908444,
768,0.77870274,0.057822008,-0.46847391,0.41329277,4.5801229,1.5064416,2.9596684,5,1,0,25000,18.13915839,36.27831679,
769,0.33992729,-0.85457647,0.39101997,0.03538274,5.0710344,2.7257612,5.8648,14,1,0,61000,24.4200796,48.8401592,
770,-0.33393654,0.13987805,0.71869189,0.59363502,0.99966663,2.6699462,3.805187,24,1,0,416000,46.30930257,92.61860514,
771,0.46860343,0.46749967,-0.6197716,0.42158985,2.2817254,2.23877,0.12244174,9,1,0,35000,20.29207591,40.58415183,
772,0.2318804,-0.27361047,-0.59191436,0.7218076,1.1005657,1.8883488,1.6009026,4,1,0,9000,12.90381021,25.80762041,
773,0.36379227,0.88914108,0.18015851,0.2112492,0.85545063,1.3022096,5.0241261,33,1,0,424000,46.60427423,93.20854846,
774,-0.089873165,0.94302297,-0.033410996,0.31861299,4.9118872,2.4893737,1.5802619,3,1,1,15000,15.29915871,30.59831742,
775,-0.17183009,-0.97116143,-0.1640396,0.020270703,2.8435237,2.809494,0.052171528,4,1,1,3000,8.947002289,17.89400458,
776,0.75601757,0.40109032,0.47949949,0.19402115,2.4430625,2.0542865,1.4675174,6,1,1,21000,17.11499967,34.22999934,
777,0.64556003,-0.004394837,-0.21613799,0.73247343,3.4217217,1.4035518,3.4353371,12,1,1,92000,28.00483851,56.00967702,
778,0.043046575,-0.079382189,0.32629704,0.94094402,5.8807287,1.7347419,3.976418,5,1,0,10000,13.36504618,26.73009235,
779,0.0226363,-0.83451277,0.45432666,0.31090721,2.6237938,0.89850891,2.5193191,26,1,0,364000,44.29325447,88.58650894,
780,-0.71006966,-0.25422508,0.048777334,0.65482169,0.3147206,2.235908,2.9390125,24,1,0,207000,36.69671976,73.39343953,
781,-0.009144942,0.35991618,0.87417257,0.32588193,3.5238266,0.73660511,0.33142778,13,1,1,207000,36.69671976,73.39343953,
782,-0.20337252,0.6735245,0.63119656,0.32648939,3.9121957,1.5607874,0.18410857,5,1,1,19000,16.55344273,33.10688545,
783,0.3490321,0.62486297,0.074754119,0.69435918,3.9525864,1.9685026,3.6323702,7,1,0,12000,14.20248085,28.40496169,
784,0.65879488,-0.40308553,0.19481143,0.60461545,5.3870502,2.1204338,3.2359889,1,1,0,1000,6.203504909,12.40700982,
785,0.36326736,-0.61501592,0.69977158,0.010578651,0.54864216,1.5912133,2.6231828,2,1,1,1000,6.203504909,12.40700982,
786,-0.20620014,0.4943639,0.76669848,0.35391983,3.9692259,1.1305397,0.037309397,7,1,1,23000,17.64194277,35.28388554,
787,0.59839439,-0.5631128,-0.025907241,0.56934786,4.4218669,2.3288929,3.6270635,11,1,0,80000,26.73009235,53.4601847,
788,-0.53009653,0.18539031,0.28830308,0.77557039,5.0721421,2.3492024,2.4909697,9,1,0,54000,23.44777925,46.89555851,
789,-0.12968853,0.46067163,-0.77037001,0.42129871,5.7709122,2.0506036,4.6159339,17,1,0,219000,37.39255736,74.78511472,
790,-0.54287899,0.16756354,-0.73630744,0.36749989,0.80847919,1.2085136,1.4072396,13,1,1,83000,27.06012682,54.12025365,
791,0.49894744,-0.49583459,-0.2801187,0.65324801,2.7644162,1.5603971,4.3289542,5,1,1,87000,27.48802567,54.97605135,
792,0.69029266,-0.27506781,-0.33456638,0.57956797,4.9306011,0.5119611,0.96296757,1,1,0,1000,6.203504909,12.40700982,
793,0.091040403,0.98428559,0.096403897,0.11661822,3.929369,2.8378139,0.97223932,2,1,1,14000,14.95132937,29.90265873,
794,0.65816307,-0.63409954,0.23046468,0.33410352,1.7709661,2.3057082,3.3045242,1,1,1,3000,8.947002289,17.89400458,
795,-0.33106232,-0.80991906,0.003785219,0.48416364,1.1749434,2.1307447,5.0926061,1,1,1,5000,10.60784418,21.21568836,
796,-0.43496001,-0.58973265,-0.61963081,0.28121677,0.19658037,1.6487914,2.3868511,17,1,0,182000,35.15557937,70.31115874,
797,0.47562966,0.54141152,0.006933371,0.69325459,5.47718,1.4162736,0.77072406,1,1,0,1000,6.203504909,12.40700982,
798,-0.43753198,-0.84329611,0.31197137,0.009555734,2.03319,0.83315116,4.3281646,7,1,0,21000,17.11499967,34.22999934,
799,-0.056088384,-0.55279064,-0.12071604,0.82262039,1.615384,1.1782382,4.9592128,6,1,1,30000,19.2757321,38.55146421,
800,-0.2900368,0.36997777,-0.85285163,0.22724257,0.40446484,0.97883433,2.216327,5,1,1,8000,12.40700982,24.81401964,
801,-0.11057116,0.63641596,-0.007082466,0.76334697,4.8379726,2.2231066,2.9222071,17,1,0,115000,30.16729779,60.33459558,
802,0.33910176,-0.78724915,0.22539018,0.46308532,0.73156363,2.5574048,0.014298785,13,1,0,58000,24.01300224,48.02600448,
803,-0.87474924,-0.3096019,-0.34751323,0.13488889,4.7978721,1.8055387,4.1950355,1,1,0,1000,6.203504909,12.40700982,
804,0.030802587,0.74776274,0.054353207,0.66102034,0.3222504,0.69310158,0.52746719,26,1,0,315000,42.20921884,84.41843769,
805,-0.90715802,0.12040314,0.1436995,0.37672004,4.322042,1.3100932,4.477778,6,1,0,90000,27.80041634,55.60083269,
806,0.29211968,-0.86413729,-0.3417342,0.22616504,3.1126776,1.7497214,3.366684,2,1,0,1000,6.203504909,12.40700982,
807,-0.56188929,-0.44388774,-0.015261333,0.69786185,0.69047356,1.596311,5.6364422,2,1,1,2000,7.815926418,15.63185284,
808,-0.47624108,-0.023126548,0.14507763,0.86695564,3.9282904,2.5154126,3.0535948,14,1,0,82000,26.95101222,53.90202445,
809,-0.75687057,0.21565847,0.077810064,0.61203265,1.8532799,1.2680712,1.7590499,6,1,0,14000,14.95132937,29.90265873,
810,0.36226174,0.086426817,-0.44234565,0.81585974,3.8726125,0.76324934,3.404217,12,1,1,51000,23.00526228,46.01052456,
811,-0.24667913,0.56017947,-0.7674098,0.19086799,3.9243956,1.0794787,2.024116,2,1,0,1000,6.203504909,12.40700982,
812,-0.60884684,0.68768668,-0.35799491,0.168024,5.9824018,1.9316038,5.6453338,1,1,0,1000,6.203504909,12.40700982,
813,-0.071659736,0.58549196,-0.49080423,0.64122945,5.4874673,1.2617733,2.1023014,6,1,1,22000,17.38246474,34.76492949,
814,0.22356628,-0.3994306,0.057376929,0.8872323,2.0834949,1.5721807,2.6549039,6,1,0,23000,17.64194277,35.28388554,
815,0.35684103,0.00315965,-0.41979334,0.8345226,0.87966347,1.8369746,5.5234256,5,1,0,20000,16.83890301,33.67780602,
816,0.64815289,-0.34230888,-0.16742443,0.65931141,2.904377,1.6454207,3.8761718,9,1,1,81000,26.84100687,53.68201374,
817,-0.60235769,-0.45202789,0.41489103,0.5105893,6.2446017,1.7055316,4.9570479,4,1,1,22000,17.38246474,34.76492949,
818,-0.25827661,-0.6694169,0.63559061,0.28495395,1.4653689,1.2125401,0.74160719,6,1,0,5000,10.60784418,21.21568836,
819,-0.80886137,0.11713668,-0.42249021,0.39182183,2.1683145,0.58570766,1.4959534,7,1,0,68000,25.32056746,50.64113492,
820,-0.10376082,-0.32404736,-0.86932147,0.35847893,4.7325387,1.93361,0.56994289,23,1,0,228000,37.89792331,75.79584661,
821,-0.004196829,0.11868712,0.70705295,0.69711685,3.9552605,0.23808452,0.74297649,51,1,1,1598000,72.52638904,145.0527781,
822,0.28042904,-0.11811891,0.93988866,0.1549733,1.3355564,0.61838645,2.132865,8,1,1,15000,15.29915871,30.59831742,
823,0.59261626,-0.34742451,0.31774899,0.65355784,1.3145099,2.2593598,5.8966751,9,1,0,16000,15.63185284,31.26370567,
824,-0.098563261,0.93590212,0.062974356,0.33227509,3.6950502,0.3817113,2.1544762,4,1,0,39000,21.03739683,42.07479367,
825,-0.047682587,-0.6022138,0.25124002,0.75626934,5.5567265,0.99456966,1.6492467,2,1,0,2000,7.815926418,15.63185284,
826,-0.906295,0.093401976,0.026507802,0.4113428,6.1161356,2.2918665,0.038343534,14,1,1,85000,27.27575446,54.55150891,
827,0.1328963,0.48266584,-0.77353925,0.38859922,2.2341654,1.1235785,5.8833599,3,1,0,3000,8.947002289,17.89400458,
828,-0.28018194,-0.23229295,-0.56655335,0.73929381,2.0344586,1.7172228,2.9658959,17,1,0,98000,28.60086417,57.20172834,
829,0.28194427,-0.52740848,0.18486978,0.77985311,3.8649518,0.51823819,2.0439985,1,1,0,2000,7.815926418,15.63185284,
830,0.45632777,0.39370555,0.35808659,0.71311629,3.3880925,1.2937437,1.9643711,2,1,1,6000,11.27251652,22.54503304,
831,0.70864356,-0.44638014,0.34284443,0.42547244,4.8381062,1.9249523,1.8586757,7,1,0,19000,16.55344273,33.10688545,
832,0.010146572,0.16579291,0.95491934,0.24604614,4.2610812,1.9714706,5.3798895,1,1,0,1000,6.203504909,12.40700982,
833,0.46536851,-0.079068758,0.55787975,0.68260562,0.74556726,2.8727219,5.3863254,9,1,0,47000,22.3873703,44.77474061,
834,0.51725841,-0.47540537,0.56500334,0.43267149,1.4810632,1.557929,2.9675848,16,1,1,269000,40.04557712,80.09115424,
835,-0.41970152,-0.52647263,0.4095276,0.61560071,2.3103831,2.7502215,0.78006113,7,1,0,9000,12.90381021,25.80762041,
836,-0.34819782,-0.50779104,0.77523774,0.14111343,4.107368,0.93518609,3.8161423,8,1,0,46000,22.22745506,44.45491011,
837,-0.76113683,0.23604502,-0.44522744,0.4083209,0.52789354,1.8442861,1.1293268,6,1,1,11000,13.79647141,27.59294282,
838,-0.54597747,0.38355896,0.70037848,0.25349763,3.9815795,1.609506,2.2816038,2,1,0,4000,9.847450218,19.69490044,
839,0.57751155,-0.46978807,-0.24916889,0.61943072,5.1156383,1.6540912,1.5704558,32,1,0,362000,44.21198226,88.42396452,
840,-0.23597193,-0.32228577,0.65189791,0.64457613,5.4602695,1.0163827,5.7227149,18,1,0,126000,31.10001835,62.2000367,
841,0.75799155,-0.52235311,-0.19681442,0.33743173,2.3091249,1.3607624,4.989099,2,1,0,1000,6.203504909,12.40700982,
842,-0.20258519,-0.632177,-0.53135341,0.52628422,3.6233275,2.1663666,0.30452594,6,1,0,10000,13.36504618,26.73009235,
843,0.80723101,-0.58295619,-0.029420678,0.087605156,1.9506969,2.5789609,2.8116593,25,1,0,362000,44.21198226,88.42396452,
844,-0.5441767,0.13824832,0.42945158,0.70734036,5.4887481,1.1923059,5.9863224,11,1,1,80000,26.73009235,53.4601847,
845,-0.5472728,0.82909507,0.080392696,0.081430241,4.5168343,2.9122334,0.20837784,6,1,1,13000,14.58651628,29.17303256,
846,0.08957015,0.95221639,-0.26577398,0.12093517,5.7623672,2.5489683,2.8083525,22,1,1,245000,38.81734478,77.63468955,
847,0.0226363,-0.83451277,0.45432666,0.31090721,1.1816609,1.1524178,6.1575022,13,1,0,80000,26.73009235,53.4601847,
848,-0.59059638,-0.35976627,0.49587572,0.52523464,6.073657,1.5272543,4.9794054,4,1,1,17000,15.95095797,31.90191594,
849,0.29650056,-0.86085314,0.3099671,0.27375108,1.0551349,2.2889049,3.5333257,11,1,1,54000,23.44777925,46.89555851,
850,0.094759524,-0.23322861,0.47839659,0.84128577,1.4396687,0.50896341,3.8094194,34,1,1,928000,60.50897399,121.017948,
851,0.16826944,0.92965984,-0.21438704,0.24790359,5.4419971,2.9808731,4.8557425,21,1,0,142000,32.36432684,64.72865368,
852,0.83421463,-0.15613121,0.37733302,0.37057909,2.1621454,2.0270431,2.5321834,38,1,1,878000,59.4021233,118.8042466,
853,-0.00016272,0.22255237,-0.94526911,0.23861425,6.0366521,0.44886357,2.8935971,13,1,1,69000,25.44408438,50.88816876,
854,0.29363918,-0.9179821,0.21131006,0.16258213,3.1075673,1.6039531,1.8910174,10,1,0,79000,26.61824965,53.23649931,
855,0.012319835,0.43506873,-0.75571132,0.48935041,5.6802344,0.90061653,2.5952606,11,1,1,179000,34.96134568,69.92269137,
856,0.008460727,-0.9640218,0.061436959,0.25848764,1.2366477,0.76418507,1.6516783,3,1,0,4000,9.847450218,19.69490044,
857,-0.95425546,-0.28801507,0.07274729,0.033935748,0.4129748,1.681945,0.84225494,13,1,0,83000,27.06012682,54.12025365,
858,0.3805646,-0.76786715,-0.51076895,0.06830512,2.287782,1.2462641,5.4538159,12,1,0,37000,20.67145461,41.34290923,
859,-0.12818028,-0.25650015,-0.32908934,0.89970976,0.67760766,1.3655115,4.4245596,5,1,0,12000,14.20248085,28.40496169,
860,-0.047682587,-0.6022138,0.25124002,0.75626934,1.030638,1.199531,3.2091737,2,1,0,1000,6.203504909,12.40700982,
