152
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes
1,-0.34394065,-0.049696714,-0.92115098,0.17525959,5.3466196,0.76718414,0.00064914889,7,1,0,0.14400001
2,0.14082748,0.16475941,-0.020840887,0.97600591,5.0886974,1.6926565,0.36359063,10,1,0,0.18400002
3,0,0,0,1,2.8783495,2.8372116,2.5266788,3,1,0,0.0080000004
4,0.24839352,0.94915253,-0.097028606,0.16731864,4.9819403,2.7523055,2.3522677,5,1,1,0.072000004
5,-0.0083923396,-0.049746227,0.98888165,0.13988543,6.2565818,0.10094118,3.4492478,5,1,1,0.048
6,0,0,0,1,4.0264959,0.43695626,2.2993894,3,1,0,0.0080000004
7,0.062405489,-0.79867738,0.42494789,0.42147282,0.85927033,1.8583007,3.8449078,6,1,1,0.104
8,0.099750727,-0.31102258,-0.84711754,0.41917375,2.9924495,0.66546541,5.5133328,7,1,1,0.12800001
9,0.060557231,0.32128692,-0.2431401,0.91323078,4.7862968,0.66613632,2.0172997,9,1,1,0.104
10,-0.067461453,-0.19362673,0.61917597,0.75800967,0.55061102,0.41301391,4.3627186,1,1,1,0.0080000004
11,-0.77817345,-0.47742257,-0.31219316,0.26277217,1.4214413,2.3009343,0.32084292,7,1,1,0.18400002
12,0.3245773,0.15657365,0.35371727,0.86314446,3.2021286,0.73732662,2.3032033,4,1,1,0.056000002
13,0.16337764,0.37429821,-0.60745811,0.68132454,5.0289721,0.84140337,2.7105052,5,1,1,0.096000001
14,-0.95624888,0.17418672,-0.2234662,0.072869241,1.0754015,2.6670589,1.435763,5,1,1,0.064000003
15,-0.23583311,-0.33692044,-0.59178388,0.69329596,1.6666619,0.84766614,6.0296617,9,1,1,0.21600001
16,-0.34394065,-0.049696714,-0.92115098,0.17525959,1.5262809,0.70983392,1.239283,6,1,0,0.040000003
17,0.21195011,0.41439542,-0.80038941,0.37779671,3.7360659,0.38898081,5.1406708,2,1,0,0.016000001
18,0,0,0,1,0.51588249,1.2834387,2.6207616,7,1,0,0.056000002
19,-0.61810362,-0.11948883,-0.22144182,0.74473751,2.4632204,2.3012066,0.52692115,5,1,0,0.032000002
20,-0.58643955,0.015272565,-0.50225037,0.63529515,0.64293242,1.2538034,0.69500637,6,1,1,0.040000003
21,-0.43827713,-0.36740792,0.80955654,0.13244928,5.5722218,1.2176527,4.1768966,2,1,1,0.032000002
22,-0.068784587,-0.3480581,-0.75618905,0.54982036,2.3178039,0.72537833,5.8496161,2,1,1,0.032000002
23,-0.21323895,0.60886723,-0.20190451,0.73691547,2.5360966,0.66909498,2.8036182,9,1,0,0.064000003
24,-0.68959391,-0.13021499,-0.69684118,0.14804287,1.5480913,1.5557871,1.1748292,6,1,1,0.296
25,-0.26725882,-0.2518748,-0.78996718,0.49100274,1.7704558,0.75208861,0.25891024,2,1,1,0.048
26,0,0,0,1,0.4799763,1.3619405,0.098056912,11,1,0,0.15200001
27,0.37520254,0.57424146,0.71219516,0.1491569,2.7692881,1.5118227,0.78520203,3,1,1,0.040000003
28,-0.35425895,0.21552792,0.84341753,0.3416068,4.5506549,0.85516155,5.6437879,3,1,1,0.080000006
29,0.34640634,-0.064734772,-0.47451621,0.80662656,3.4886,0.7202754,3.8580887,3,1,1,0.072000004
30,0.14082748,0.16475941,-0.020840887,0.97600591,2.8907039,2.409229,0.74914247,6,1,0,0.056000002
31,-0.27640855,0.27583691,-0.92053986,0.010895696,0.77459764,0.80234218,2.3433237,4,1,1,0.016000001
32,0.6176632,-0.45180386,-0.64332253,0.022395771,4.0460525,1.742914,5.3091283,3,1,1,0.016000001
33,0,0,0,1,0.80657661,2.0560372,0.75968719,7,1,0,0.064000003
34,0,0,0,1,2.1305571,2.0275855,0.15156797,5,1,0,0.088000007
35,0.78045154,0.53707063,0.2744267,0.16474395,5.3693943,0.96829253,3.1733618,6,1,0,0.024
36,0,0,0,1,3.0718367,0.76614988,5.7543969,6,1,0,0.024
37,-0.68318379,0.4113597,0.15766151,0.58239675,5.4768324,1.8461775,0.27760327,7,1,1,0.072000004
38,0.022003127,0.4131943,0.39817911,0.81868172,4.2065067,0.85320401,1.1713163,3,1,1,0.032000002
39,0,0,0,1,0.97176254,1.245187,0.64926469,4,1,0,0.024
40,-0.20824319,-0.63694227,-0.14460842,0.72803009,5.3564343,0.51370621,0.97446823,2,1,0,0.0080000004
41,0,0,0,1,0.061648142,2.0102994,6.1677589,8,1,0,0.18400002
42,0,0,0,1,6.1651421,1.9097332,0.31629512,3,1,0,0.0080000004
