2855
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes
1,0.30559906,-0.11256617,0.87275445,0.36364505,1.6126606,0.66344368,2.3185091,7,1,1,62000
2,-0.75421602,0.39134482,0.48305959,0.21133105,4.646152,2.0308378,5.6034207,4,1,1,6000
3,0.29445991,-0.69473737,0.030628491,0.65551144,5.2064242,0.57955331,0.40465161,1,1,0,1000
4,0.70371377,-0.32358894,-0.037496656,0.63140404,4.6367855,1.9141837,4.5683522,8,1,0,28000
5,0.34722984,-0.24334629,0.047344368,0.90441835,2.4780152,0.87574083,3.7005699,5,1,1,30000
6,-0.058159754,-0.68632305,0.71645302,0.1107842,2.3949437,2.6738112,4.8309698,44,1,0,807000
7,0.70980465,-0.55316043,0.26305461,0.34784073,1.1192737,1.2201099,0.80144775,8,1,0,17000
8,-0.43820044,-0.15478332,-0.18474638,0.86596256,0.54973608,0.96666789,6.1538315,11,1,1,137000
9,0.029471776,0.54298055,0.33919302,0.76762724,2.4276035,1.8533956,2.1038182,37,1,0,592000
10,0.50069332,0.39269146,0.77026582,0.042309575,2.290761,1.3794314,0.96057832,12,1,1,107000
11,0.21833165,0.45682776,-0.77383667,0.38054761,5.2726884,1.0589957,0.69413555,9,1,0,14000
12,-0.26326978,0.14905003,-0.46884289,0.82985508,5.9194207,1.4659402,0.28848428,4,1,0,13000
13,0.82441503,0.20362251,-0.087970994,0.52070993,1.116219,1.59038,3.5642734,3,1,0,2000
14,0.020983526,0.57123083,-0.51750726,0.63674271,2.5428913,0.052712221,0.44410282,6,1,0,15000
15,-0.72362095,0.42971188,0.094070442,0.53185636,3.5203362,2.3715389,1.3275385,10,1,0,46000
16,0.76206785,-0.16997436,-0.44142175,0.44216311,4.9184337,1.0273008,6.1856818,4,1,0,7000
17,0.17378148,0.77137518,-0.17519689,0.5865888,4.7810373,1.8239303,2.0826216,7,1,1,30000
18,0.70242697,0.013950882,0.36017391,0.61373985,3.1536734,1.4329722,5.9735851,24,1,0,112000
19,0.50915301,-0.023566768,0.32521304,0.79652005,2.707705,1.0696678,2.8002114,15,1,1,49000
20,-0.11393842,-0.57420719,-0.2254601,0.77876312,2.2610297,0.92442864,0.33715394,7,1,0,22000
21,0.83121693,-0.38942301,0.36135903,0.16385303,0.94867414,2.729779,5.5679584,10,1,0,84000
22,-0.31364161,0.72271699,-0.019215604,0.61558092,5.1530428,1.8145858,1.192553,5,1,1,9000
23,-0.26087627,-0.71557671,0.59071237,0.26636899,2.2211549,2.5261097,3.0244799,4,1,0,4000
24,-0.83716762,-0.31078506,-0.39160395,0.22183189,5.6989436,1.9231243,4.4726329,5,1,0,7000
25,0.95141,0.065209828,0.11780696,0.27692631,0.11741855,0.95651072,6.0595164,11,1,0,46000
26,0.1340677,-0.90997595,-0.39201942,0.0170398,0.95440429,1.6352154,0.95320636,26,1,0,417000
27,-0.9376967,0.10128326,0.11488024,0.31188008,3.6826994,0.68696249,6.0630326,1,1,0,1000
28,-0.40797296,0.69425815,0.59283662,0.010407898,3.6904275,1.8722124,5.7694588,1,1,1,1000
29,-0.80542785,0.37252006,0.12349163,0.44414476,1.9173973,1.7072695,6.161922,4,1,0,6000
30,-0.94607389,0.20533215,-0.11867441,0.22067933,5.4692149,1.6799093,2.3700011,8,1,0,9000
31,-0.84267396,-0.33603448,0.221607,0.3575916,6.1078382,2.2731776,5.3489442,8,1,1,114000
32,0.29542777,-0.68729734,-0.61761087,0.24269658,4.9596524,0.74381566,0.46459025,1,1,0,1000
33,0.57880872,-0.25869998,-0.76491725,0.11382593,5.7855816,2.2202892,3.9266381,4,1,0,1000
34,0.57654995,0.7072494,-0.2245816,0.34198174,5.399828,1.8433664,5.424109,25,1,0,270000
35,-0.50937498,-0.092224933,0.080557346,0.85178763,5.5406055,1.3648477,2.7764289,39,1,0,980000
36,0.31452471,0.26534101,-0.1462179,0.89960474,0.27968261,2.6350644,0.70712548,4,1,0,1000
37,-0.59403795,0.52755755,0.56966227,0.2104442,5.1414061,1.1364617,5.4715834,5,1,0,5000
38,0.9227944,0.34109572,0.17810319,0.019584894,0.064999968,1.1388099,3.2558601,4,1,0,34000
39,0.31112429,0.012753666,-0.71966964,0.62057602,2.3848257,1.2460496,5.2274041,1,1,0,1000
40,-0.43619195,-0.66078866,0.38489351,0.47429091,0.30562612,1.8274138,4.6141152,2,1,1,34000
41,0.79638201,-0.59911644,-0.012939579,0.081656002,3.2127306,0.30789188,2.4018958,13,1,0,34000
42,-0.45852259,-0.11886834,-0.18079194,0.86194062,3.4986746,1.9739102,0.15845843,6,1,0,9000
43,0.94021153,-0.31441751,-0.084500782,0.10001755,0.73252994,1.5770422,4.5653896,3,1,0,9000
44,0.70242697,0.013950882,0.36017391,0.61373985,0.23234339,0.92218769,4.2550173,6,1,0,16000
45,0.90135419,-0.21132031,0.3258273,0.19167924,5.452004,2.1549077,6.1641417,8,1,0,16000
46,-0.76705033,0.30720639,-0.46786216,0.31362888,0.59931141,1.9449489,1.3611922,11,1,1,79000
47,0.65244836,-0.50415713,0.2475459,0.50878078,3.41412,2.2977962,0.014367188,7,1,0,21000
48,-0.20219401,-0.25236338,0.3011615,0.89706862,0.57142836,0.65858233,5.0639677,12,1,1,56000
49,0.65602809,0.055586431,0.20142105,0.72523576,2.9552183,1.4373257,2.7861586,13,1,1,79000
50,0.123037,-0.79679489,-0.59040242,0.037480768,3.2313993,1.8755313,6.0665822,7,1,1,10000
51,-0.68349355,0.11597552,-0.69964004,0.17288753,1.1604606,1.532014,1.4966198,3,1,1,7000
52,0.2723372,-0.17458121,-0.33330634,0.88558501,2.9315064,0.65883213,4.071619,28,1,1,300000
53,-0.73855078,-0.63364822,-0.19798185,0.11762577,4.0925088,0.94660133,0.57909697,33,1,0,385000
54,0.43272793,-0.52842391,0.02069911,0.73012757,2.2286153,1.5037166,3.9978852,11,1,1,192000
55,-0.62368906,0.30265009,-0.4680289,0.54805458,5.854331,1.4930068,5.5808825,3,1,0,3000
56,0.74044955,0.40605256,0.27999783,0.45657095,4.0804605,1.2218925,2.5011909,4,1,0,11000
57,-0.20631561,0.60877806,-0.76201868,0.078426071,0.22419554,1.3962653,2.7122817,24,1,1,382000
58,-0.76919192,0.26292235,0.57689172,0.080072932,5.9074516,1.9538345,0.00040907241,2,1,0,1000
59,-0.1843417,-0.46627694,0.34322897,0.79422778,4.014071,0.97042769,6.0059242,3,1,0,3000
60,0.041309763,0.33879173,-0.077439129,0.93675876,3.5919983,2.2806537,2.8300557,27,1,0,535000
61,0.3057929,0.54569882,-0.77148026,0.11628298,1.6778091,1.2438343,5.9017725,20,1,0,145000
62,0.31087285,0.10044443,-0.66034961,0.67617112,0.23788084,1.0382148,4.1556964,9,1,0,18000
63,0.4385722,0.30527934,-0.47477576,0.69931889,4.3461118,1.1275017,3.1299374,12,1,1,83000
64,0.43705007,-0.79264802,-0.095036022,0.41432422,4.7003059,1.1282609,2.3524528,8,1,0,10000
65,0.4169789,-0.41649082,-0.58356595,0.55867237,2.8201563,2.4821651,6.1451917,7,1,0,29000
66,-0.27746281,0.59556115,-0.74317914,0.12651516,1.4018784,0.79134476,3.6586328,1,1,0,1000
67,-0.79042047,0.33427703,0.13734005,0.49460289,4.8622246,2.5086975,2.8467302,9,1,0,50000
68,0.72685575,-0.25029832,0.20763536,0.60491246,3.6265202,1.8942044,4.5739613,3,1,0,2000
69,-0.27746281,0.59556115,-0.74317914,0.12651516,4.3521304,0.55640256,5.8641357,9,1,0,37000
70,-0.84699583,0.10353111,0.39243242,0.34333089,5.6794167,0.69248724,4.4637933,12,1,0,112000
71,0.53076214,0.5050807,0.0093139876,0.68051332,2.7430394,2.2464418,0.39715654,5,1,0,19000
72,-0.34512872,-0.76885277,0.52254248,0.12923193,1.5009106,1.8069623,6.0002747,2,1,0,1000
73,0.11703067,-0.20909674,-0.67413551,0.69865853,1.1408981,1.6658661,2.4466057,8,1,0,16000
74,0.25067145,0.84634078,-0.37075841,0.28880656,2.1563549,2.5250649,0.24005449,5,1,0,17000
75,-0.19077379,-0.73734647,0.49650127,0.4164277,3.8483584,0.71847069,3.8223395,6,1,0,4000
76,0.24509647,0.56628156,-0.074398763,0.78340131,4.3986006,1.3299694,2.0739546,39,1,1,1217000
77,0.91735959,-0.34302866,-0.065034546,0.19118915,2.2835217,2.1453538,3.3149824,7,1,0,18000
78,-0.41557664,-0.66962773,-0.047043819,0.6137439,2.3538766,0.63023168,5.9543538,4,1,0,9000
79,-0.057061888,-0.86900687,-0.074475504,0.48582345,1.6573403,2.1139729,4.9300714,5,1,1,70000
80,0.047042504,-0.5734421,-0.66024822,0.48272505,5.3334541,2.1630809,2.7677634,17,1,0,120000
81,-0.078077585,0.52304333,0.45442379,0.71681839,4.2955642,1.1144634,0.8576088,3,1,1,7000
